type,sector,net_usable_area,net_area,n_rooms,n_bathroom,latitude,longitude,price
departamento,las condes,140.0,340.0,3.0,3.0,-33.41673,-70.58176999999998,21000
casa,las condes,420.0,804.0,6.0,5.0,-33.41422,-70.5296,22000
departamento,las condes,270.0,305.0,4.0,5.0,-33.3971,-70.51926,22900
departamento,nunoa,36.0,40.0,1.0,1.0,-33.45347,-70.61285,3477
casa,la reina,120.0,348.0,4.0,3.0,-33.433820000000004,-70.55632,12550
departamento,providencia,108.0,208.0,2.0,3.0,-33.4459,-70.6033,14000
departamento,nunoa,51.17,54.35,2.0,2.0,-33.45248,-70.62876,4063
departamento,las condes,72.0,72.0,2.0,1.0,-33.38618,-70.53769,6711
departamento,providencia,70.0,79.0,2.0,2.0,-33.42805,-70.59023,6300
casa,nunoa,147.0,313.0,4.0,3.0,-33.45107,-70.62004,10400
departamento,vitacura,145.0,165.0,3.0,3.0,-33.3937,-70.5789,13200
casa,lo barnechea,289.0,854.0,5.0,4.0,-33.33736,-70.54356999999997,28500
departamento,las condes,60.0,66.0,2.0,2.0,-33.407540000000004,-70.56577,6500
departamento,vitacura,120.0,145.0,3.0,3.0,-33.37925,-70.54126,12490
casa,lo barnechea,231.0,630.0,5.0,4.0,-33.3592,-70.5466,24600
casa,lo barnechea,365.0,980.0,5.0,5.0,-33.33672,-70.55518000000002,30000
departamento,las condes,28.0,30.0,1.0,1.0,-33.41944,-70.55585,3253
departamento,vitacura,168.0,228.0,3.0,2.0,-33.38708,-70.59175,17340
casa,lo barnechea,320.0,630.0,5.0,4.0,-33.343920000000004,-70.49996,24650
casa,vitacura,450.0,950.0,5.0,5.0,-33.38821,-70.58081999999997,56000
departamento,las condes,98.0,98.0,3.0,2.0,-33.4174,-70.5581,6522
casa,las condes,404.0,1546.0,5.0,4.0,-33.41235,-70.52906,26000
casa,providencia,166.0,177.0,3.0,2.0,-33.4274,-70.62809,10990
casa,providencia,246.0,286.0,4.0,3.0,-33.4389,-70.6277,12390
departamento,las condes,120.0,200.0,2.0,1.0,-33.413990000000005,-70.59857,22000
casa,vitacura,110.0,250.0,4.0,2.0,-33.3898,-70.5483,13600
departamento,providencia,95.17,95.17,3.0,2.0,-33.43379,-70.60557,8350
departamento,las condes,100.0,110.0,3.0,3.0,-33.42668,-70.56298000000001,7300
departamento,vitacura,76.0,139.0,3.0,2.0,-33.3929,-70.559,8154
casa,lo barnechea,290.0,620.0,5.0,3.0,-33.3527,-70.5185,20500
casa,vitacura,100.0,240.0,3.0,3.0,-33.38787,-70.56669000000002,11200
departamento,vitacura,75.0,90.0,2.0,2.0,-33.401309999999995,-70.58319,9772
casa,la reina,113.0,120.0,4.0,4.0,-33.43987,-70.56656,6200
departamento,las condes,120.0,120.0,2.0,2.0,-33.4125,-70.5935,8500
casa,vitacura,330.0,891.0,3.0,3.0,-33.38743,-70.57355,41000
casa,lo barnechea,111.0,4650.0,2.0,2.0,-33.3415,-70.4671,11900
departamento,lo barnechea,127.0,142.0,3.0,3.0,-33.3647,-70.5183,10690
casa,providencia,477.0,310.0,7.0,9.0,-33.433640000000004,-70.6215,20400
departamento,las condes,165.0,165.0,3.0,2.0,-33.37149,-70.51108,11500
departamento,vitacura,86.0,95.0,1.0,2.0,-33.40384,-70.58966,10200
departamento,las condes,80.0,91.0,2.0,2.0,-33.416909999999994,-70.59016,11000
departamento,las condes,131.0,151.0,4.0,3.0,-33.4286,-70.5646,11800
departamento,lo barnechea,118.84,135.78,3.0,3.0,-33.36141,-70.51781,12200
departamento,las condes,252.0,270.0,3.0,3.0,-33.4187,-70.5929,21950
departamento,las condes,95.0,103.0,4.0,3.0,-33.42173,-70.57401,7350
casa,la reina,140.0,137.0,3.0,3.0,-33.43858,-70.5425,11600
departamento,vitacura,150.0,160.0,3.0,2.0,-33.4048,-70.596,10900
departamento,nunoa,33.57,38.38,1.0,1.0,-33.44704,-70.59897,3900
departamento,las condes,77.0,92.0,2.0,2.0,-33.4169,-70.5623,8700
casa,vitacura,1150.0,6000.0,3.0,3.0,-33.3665,-70.5594,60000
departamento,nunoa,60.0,60.0,2.0,2.0,-33.45114,-70.62455,3600
casa,las condes,125.0,300.0,5.0,3.0,-33.402359999999994,-70.54879,9867
departamento,las condes,75.0,80.0,2.0,2.0,-33.39582,-70.56322,6950
casa,providencia,316.0,531.0,5.0,4.0,-33.42405,-70.60661,35000
casa,lo barnechea,360.0,1640.0,5.0,3.0,-33.35341,-70.47903000000002,18200
departamento,nunoa,95.0,95.0,3.0,2.0,-33.44765,-70.61287,6300
departamento,las condes,15.0,135.0,3.0,3.0,-33.4031,-70.5614,11200
casa,las condes,95.0,200.0,3.0,2.0,-33.41706,-70.57024,10848
departamento,las condes,361.0,361.0,5.0,4.0,-33.4119,-70.6008,19000
casa,las condes,420.0,1150.0,6.0,6.0,-33.37027,-70.49696,28000
departamento,las condes,136.0,136.0,3.0,2.0,-33.39978,-70.56505,9250
casa,lo barnechea,468.0,891.0,6.0,4.0,-33.329,-70.5477,32000
departamento,las condes,86.0,94.0,3.0,2.0,-33.421170000000004,-70.50105,7900
casa,lo barnechea,140.0,400.0,4.0,4.0,-33.35355,-70.51126,13000
departamento,providencia,170.0,230.0,5.0,4.0,-33.4236,-70.5968,12000
departamento,nunoa,75.0,78.0,3.0,2.0,-33.44846,-70.60385,5085
departamento,nunoa,45.0,45.0,1.0,1.0,-33.45629,-70.57794,4509
casa,la reina,187.0,587.0,6.0,5.0,-33.46547,-70.52261999999997,14270
casa,las condes,200.0,145.0,4.0,3.0,-33.42028,-70.55402,10850
departamento,vitacura,140.0,150.0,3.0,3.0,-33.40332,-70.59685,15000
casa,nunoa,250.0,315.0,7.0,2.0,-33.4587,-70.5868,10633
departamento,las condes,133.0,282.0,3.0,3.0,-33.41949,-70.56931999999998,9200
casa,lo barnechea,193.0,265.0,5.0,5.0,-33.335770000000004,-70.55187,14500
departamento,vitacura,302.0,335.0,2.0,3.0,-33.3724,-70.54913,36500
departamento,providencia,96.0,96.0,2.0,2.0,-33.4372,-70.63471,7500
departamento,vitacura,140.0,170.0,4.0,3.0,-33.40365,-70.59294,11400
casa,las condes,300.0,600.0,6.0,4.0,-33.409240000000004,-70.53284000000002,23000
casa,vitacura,550.0,5000.0,5.0,5.0,-33.3699,-70.5512,55000
casa,lo barnechea,133.0,121.0,5.0,3.0,-33.3663,-70.4953,8500
departamento,las condes,60.0,65.0,2.0,2.0,-33.4071,-70.5652,6500
departamento,las condes,61.81,74.09,2.0,2.0,-33.42647,-70.53901,5500
departamento,vitacura,100.0,100.0,2.0,2.0,-33.37763,-70.56219,7900
departamento,las condes,112.0,123.0,3.0,2.0,-33.41914000000001,-70.57358,8150
departamento,vitacura,127.0,167.0,4.0,4.0,-33.3932,-70.5907,20818
departamento,las condes,262.0,262.0,3.0,4.0,-33.4134,-70.58875,24800
departamento,providencia,90.0,94.0,3.0,2.0,-33.4441,-70.6044,6856
casa,las condes,270.0,860.0,5.0,5.0,-33.41291,-70.52919,21800
departamento,vitacura,250.0,330.0,5.0,4.0,-33.3982,-70.5925,27500
departamento,vitacura,120.0,130.0,2.0,2.0,-33.38947,-70.57181,9800
departamento,nunoa,83.0,88.0,3.0,2.0,-33.4502,-70.6032,7705
departamento,providencia,100.0,107.0,3.0,2.0,-33.43201,-70.58991999999998,8500
departamento,lo barnechea,150.0,500.0,3.0,3.0,-33.3373,-70.5126,14000
casa,vitacura,168.0,256.0,5.0,3.0,-33.38669,-70.55796,12500
departamento,vitacura,42.0,54.0,1.0,1.0,-33.4011,-70.5859,7400
departamento,las condes,120.0,132.0,3.0,2.0,-33.41049,-70.60155999999998,11500
departamento,las condes,269.19,332.0,5.0,5.0,-33.382459999999995,-70.50565,40000
casa,nunoa,112.0,104.0,4.0,3.0,-33.453,-70.5802,7500
departamento,nunoa,70.0,73.0,2.0,2.0,-33.4352,-70.5821,5500
departamento,nunoa,78.0,78.0,2.0,2.0,-33.4554,-70.6135,4150
casa,lo barnechea,295.0,913.0,8.0,5.0,-33.32074,-70.54638,36000
departamento,las condes,350.0,480.0,4.0,5.0,-33.37597,-70.51576999999997,24960
departamento,vitacura,180.0,210.0,3.0,3.0,-33.40643,-70.59484,15400
casa,nunoa,140.0,196.0,4.0,3.0,-33.4611,-70.58503,7438
departamento,las condes,75.0,75.0,2.0,2.0,-33.411570000000005,-70.56705,6800
casa,lo barnechea,190.0,232.0,4.0,3.0,-33.3463,-70.5099,13500
departamento,vitacura,130.0,150.0,3.0,3.0,-33.3763,-70.551,12500
departamento,las condes,102.0,119.0,3.0,2.0,-33.41793,-70.55764,9600
departamento,las condes,140.0,140.0,2.0,2.0,-33.41353,-70.58967,14500
departamento,providencia,90.0,112.0,3.0,3.0,-33.44388,-70.59181,6893
departamento,vitacura,140.0,180.0,4.0,3.0,-33.37482,-70.54366999999998,12700
departamento,vitacura,266.0,232.0,4.0,4.0,-33.3789,-70.5394,21000
departamento,las condes,300.0,300.0,4.0,4.0,-33.401,-70.5593,32900
departamento,vitacura,400.0,400.0,3.0,3.0,-33.4045,-70.5894,23800
casa,vitacura,240.0,638.0,6.0,3.0,-33.38421,-70.56639,19980
departamento,vitacura,56.0,67.0,2.0,2.0,-33.38508,-70.55295,6338
departamento,vitacura,344.0,373.0,4.0,4.0,-33.36768,-70.57781999999997,28000
departamento,lo barnechea,222.0,242.0,3.0,3.0,-33.335770000000004,-70.50837,13200
departamento,nunoa,100.0,100.0,3.0,2.0,-33.456579999999995,-70.57359,7150
casa,providencia,450.0,520.0,9.0,6.0,-33.43207,-70.62241999999998,30000
departamento,lo barnechea,135.0,270.0,3.0,2.0,-33.3675,-70.506,14000
departamento,nunoa,90.0,98.0,3.0,2.0,-33.44968,-70.62591,6300
casa,nunoa,76.0,207.0,3.0,1.0,-33.4584,-70.5793,6670
departamento,las condes,72.0,91.0,2.0,2.0,-33.4076,-70.5618,8600
departamento,las condes,72.0,72.0,2.0,2.0,-33.417,-70.5683,6990
departamento,lo barnechea,140.0,175.0,4.0,4.0,-33.35081,-70.54615,13900
casa,nunoa,237.0,450.0,4.0,3.0,-33.4606,-70.592,19416
departamento,vitacura,298.0,298.2,3.0,3.0,-33.402840000000005,-70.59947,35000
departamento,vitacura,145.0,160.0,4.0,4.0,-33.40035,-70.59768000000003,13590
casa,lo barnechea,410.0,1180.0,6.0,5.0,-33.33945,-70.5608,28500
departamento,providencia,140.0,160.0,3.0,3.0,-33.431540000000005,-70.60924,7600
departamento,las condes,121.0,127.0,4.0,3.0,-33.4211,-70.54,8500
departamento,providencia,120.0,120.0,3.0,2.0,-33.4255,-70.6181,8000
departamento,las condes,140.0,185.0,4.0,4.0,-33.4062,-70.5626,14200
departamento,las condes,120.0,126.0,3.0,3.0,-33.4153,-70.5608,9200
casa,las condes,350.0,1000.0,4.0,3.0,-33.40688,-70.52306999999998,23000
casa,lo barnechea,626.0,1275.0,4.0,5.0,-33.3302,-70.5341,37000
casa,lo barnechea,924.0,316.0,7.0,5.0,-33.3357,-70.5576,26800
departamento,providencia,140.0,140.0,2.0,2.0,-33.4215,-70.6009,11000
departamento,las condes,140.0,158.0,3.0,4.0,-33.4177,-70.56111999999997,10860
departamento,las condes,52.0,80.0,2.0,2.0,-33.40033,-70.50269,6200
casa,lo barnechea,190.0,260.0,3.0,3.0,-33.3331,-70.5113,13700
casa,lo barnechea,204.0,558.0,4.0,4.0,-33.32998,-70.51129,16900
departamento,providencia,110.0,118.0,3.0,2.0,-33.43348,-70.6037,6900
departamento,las condes,120.0,120.0,4.0,3.0,-33.39136,-70.55115,7800
casa,las condes,66.0,286.0,3.0,1.0,-33.4066,-70.5501,9033
departamento,vitacura,146.0,170.0,3.0,3.0,-33.4038,-70.5899,12800
departamento,lo barnechea,81.0,87.0,3.0,2.0,-33.3651,-70.4951,4849
casa,las condes,304.0,1200.0,4.0,3.0,-33.3931,-70.5307,35000
casa,la reina,140.0,285.0,5.0,2.0,-33.43452,-70.55247,8700
departamento,vitacura,140.0,145.0,3.0,2.0,-33.4059,-70.59685,8300
casa,vitacura,190.0,370.0,3.0,2.0,-33.4005,-70.5963,22990
departamento,las condes,140.0,152.0,4.0,3.0,-33.40244000000001,-70.58161,9500
departamento,vitacura,228.0,228.0,3.0,4.0,-33.374320000000004,-70.57058,24000
departamento,las condes,47.0,53.0,1.0,1.0,-33.41666,-70.58799,5047
departamento,vitacura,200.0,200.0,3.0,2.0,-33.4094,-70.6016,13000
departamento,lo barnechea,140.0,175.0,2.0,3.0,-33.3472,-70.5485,14300
departamento,las condes,120.0,130.0,4.0,3.0,-33.40878,-70.56707,11000
casa,lo barnechea,404.0,1390.0,5.0,4.0,-33.3415,-70.5044,24000
casa,las condes,513.0,1203.0,4.0,5.0,-33.4089,-70.5275,46000
departamento,las condes,75.0,96.0,1.0,1.0,-33.4058,-70.5674,11327
departamento,las condes,142.0,155.0,3.0,3.0,-33.40548,-70.56681,14000
departamento,las condes,120.0,140.0,3.0,3.0,-33.3983,-70.5071,12500
departamento,las condes,100.0,114.0,3.0,3.0,-33.41329,-70.60123,10550
casa,lo barnechea,330.0,700.0,4.0,5.0,-33.3677,-70.5464,28500
departamento,las condes,150.0,180.0,3.0,4.0,-33.39622,-70.5593,13150
departamento,vitacura,130.0,280.0,2.0,2.0,-33.3776,-70.5532,15990
casa,lo barnechea,153.0,276.0,4.0,4.0,-33.323,-70.5158,12600
casa,lo barnechea,185.0,435.0,3.0,3.0,-33.3498,-70.5204,15175
casa,vitacura,287.0,420.0,4.0,4.0,-33.38543,-70.58091999999998,32000
departamento,lo barnechea,75.0,75.0,2.0,2.0,-33.3559,-70.5126,5700
casa,lo barnechea,621.0,2982.0,4.0,5.0,-33.3357,-70.52571999999998,58000
departamento,la reina,120.0,120.0,4.0,3.0,-33.44441,-70.56615,6964
departamento,providencia,71.0,78.0,3.0,2.0,-33.4351,-70.6138,5200
departamento,vitacura,88.0,102.0,2.0,2.0,-33.3845,-70.5606,9500
casa,lo barnechea,140.0,3158.0,3.0,2.0,-33.3492,-70.4747,16000
departamento,providencia,60.0,60.0,2.0,1.0,-33.43273,-70.62374,5234
casa,la reina,213.0,528.0,5.0,4.0,-33.45406,-70.52138000000002,13700
casa,vitacura,320.0,840.0,5.0,4.0,-33.39761,-70.5803,38000
departamento,vitacura,96.0,113.0,2.0,2.0,-33.3977,-70.5838,10500
casa,lo barnechea,241.0,665.0,3.0,4.0,-33.32156,-70.55579,21000
departamento,las condes,130.0,150.0,4.0,3.0,-33.41578,-70.59552,9600
departamento,lo barnechea,275.0,1550.0,3.0,3.0,-33.35,-70.51666999999998,39000
casa,las condes,433.0,1127.0,5.0,5.0,-33.452,-70.5385,32000
casa,las condes,450.0,882.0,5.0,4.0,-33.37097,-70.49915,27000
departamento,las condes,57.0,72.0,2.0,1.0,-33.3884,-70.54002,6400
casa,la reina,200.0,350.0,4.0,2.0,-33.4355,-70.5496,13640
departamento,nunoa,54.0,57.5,2.0,2.0,-33.45449,-70.60383,3200
casa,lo barnechea,500.0,1480.0,5.0,5.0,-33.3627,-70.5066,27000
casa,lo barnechea,296.0,912.0,4.0,0.0,-33.325,-70.5477,34500
departamento,vitacura,140.0,158.0,3.0,4.0,-33.39785,-70.59025,12000
departamento,las condes,80.0,95.0,2.0,2.0,-33.4007,-70.5716,14000
departamento,providencia,109.0,131.0,2.0,3.0,-33.44315,-70.60444,12500
casa,lo barnechea,200.0,450.0,5.0,5.0,-33.35785,-70.53375,20500
casa,la reina,146.0,281.0,3.0,2.0,-33.45657,-70.56009,9249
departamento,nunoa,75.0,80.0,3.0,2.0,-33.44923,-70.61403,5650
departamento,nunoa,30.0,1.0,1.0,1.0,-33.4664,-70.6242,2493
departamento,vitacura,140.0,155.0,4.0,4.0,-33.3768,-70.5289,14900
departamento,providencia,65.0,68.0,3.0,1.0,-33.44043,-70.61288,4000
departamento,providencia,83.0,88.0,3.0,2.0,-33.43264,-70.60721,6950
departamento,las condes,118.42,139.65,3.0,2.0,-33.41693,-70.56225,9500
casa,vitacura,248.0,427.0,5.0,3.0,-33.4019,-70.5857,20000
casa,las condes,260.0,950.0,4.0,4.0,-33.3693,-70.5019,22700
casa,vitacura,150.0,270.0,4.0,4.0,-33.3806,-70.5418,12900
departamento,las condes,120.0,127.0,3.0,3.0,-33.42014,-70.55611999999998,8500
departamento,lo barnechea,250.0,308.0,5.0,5.0,-33.3423,-70.56243,29000
departamento,las condes,75.0,80.0,2.0,2.0,-33.4065,-70.5662,6600
departamento,nunoa,86.0,92.0,3.0,2.0,-33.4525,-70.6233,5239
casa,la reina,92.0,200.0,3.0,3.0,-33.45004,-70.54191999999998,7200
casa,nunoa,122.0,344.0,3.0,2.0,-33.45845,-70.60377,13771
departamento,las condes,92.0,102.0,3.0,3.0,-33.418,-70.56021,6650
casa,vitacura,475.0,1400.0,7.0,5.0,-33.3897,-70.5791,47000
casa,lo barnechea,290.0,850.0,4.0,4.0,-33.33709,-70.5049,17000
departamento,las condes,76.0,79.0,2.0,2.0,-33.39547,-70.56456,7400
departamento,providencia,165.0,171.0,4.0,3.0,-33.4235,-70.59704,12500
casa,las condes,220.0,480.0,4.0,3.0,-33.4229,-70.57,23579
departamento,vitacura,166.0,215.0,4.0,4.0,-33.40148,-70.58677,11750
casa,nunoa,265.0,524.0,8.0,4.0,-33.4375,-70.5788,17100
departamento,vitacura,118.0,140.0,2.0,3.0,-33.3948,-70.5658,12300
casa,nunoa,71.0,105.0,4.0,1.0,-33.459790000000005,-70.60183,4701
casa,las condes,680.0,3050.0,6.0,6.0,-33.3992,-70.5149,110000
departamento,las condes,233.0,266.0,5.0,5.0,-33.41359,-70.58912,24000
casa,las condes,217.0,506.0,5.0,0.0,-33.421170000000004,-70.50105,24300
casa,nunoa,186.0,525.0,4.0,3.0,-33.4367,-70.5798,16800
departamento,nunoa,45.0,49.0,2.0,1.0,-33.45382,-70.57114,4050
casa,la reina,174.0,318.0,4.0,2.0,-33.4318,-70.5535,13400
casa,las condes,450.0,1000.0,6.0,5.0,-33.40915,-70.52337,26100
casa,lo barnechea,700.0,2549.0,5.0,4.0,-33.3646,-70.5286,44900
casa,lo barnechea,225.0,450.0,4.0,4.0,-33.35,-70.51666999999998,17100
casa,las condes,380.0,1497.0,4.0,4.0,-33.3973,-70.5315,29800
casa,providencia,220.0,252.0,3.0,1.0,-33.43163,-70.61208,10490
casa,lo barnechea,210.0,415.0,5.0,4.0,-33.33675,-70.54938,19900
departamento,nunoa,88.0,93.0,3.0,2.0,-33.4527,-70.60181,6190
casa,vitacura,88.0,240.0,4.0,1.0,-33.391420000000004,-70.56321,15163
departamento,las condes,145.71,166.79,4.0,4.0,-33.40947,-70.57727,12500
departamento,las condes,150.0,150.0,4.0,4.0,-33.421170000000004,-70.50105,15000
departamento,lo barnechea,200.0,220.0,3.0,3.0,-33.3366,-70.51,16800
departamento,vitacura,228.0,270.0,3.0,4.0,-33.3867,-70.5877,28000
departamento,las condes,170.0,170.0,3.0,3.0,-33.407,-70.5739,16500
departamento,providencia,74.45,78.9,2.0,2.0,-33.43145,-70.60933,5785
casa,vitacura,200.0,512.0,4.0,3.0,-33.388000000000005,-70.5715,22000
departamento,las condes,100.0,100.0,3.0,3.0,-33.41866,-70.58193,7600
departamento,providencia,68.0,68.0,2.0,2.0,-33.42474,-70.60972,4700
casa,la reina,300.0,756.0,6.0,6.0,-33.4365,-70.54,25000
departamento,las condes,149.0,177.0,3.0,3.0,-33.4182,-70.5089,14900
departamento,la reina,90.0,101.0,3.0,2.0,-33.4554,-70.56778,6990
casa,las condes,446.0,1478.0,4.0,4.0,-33.41941,-70.58391,80000
casa,lo barnechea,260.0,700.0,5.0,3.0,-33.3461,-70.5021,19900
departamento,las condes,118.0,153.0,3.0,2.0,-33.4261,-70.5753,10100
departamento,vitacura,135.0,160.0,3.0,3.0,-33.40041,-70.57977,11000
departamento,providencia,56.0,71.0,1.0,1.0,-33.42749,-70.60152,5700
casa,la reina,248.0,600.0,7.0,5.0,-33.4306,-70.5564,19900
casa,las condes,380.0,872.0,4.0,4.0,-33.41202,-70.52603,25500
casa,las condes,478.0,1500.0,4.0,4.0,-33.4009,-70.532,35000
departamento,las condes,380.0,380.0,4.0,4.0,-33.41401,-70.58983,34000
departamento,las condes,68.0,76.0,3.0,2.0,-33.42191,-70.57802,5190
casa,lo barnechea,220.0,400.0,4.0,4.0,-33.34055,-70.49636,17000
departamento,nunoa,40.0,45.0,1.0,1.0,-33.43673,-70.57745,4420
departamento,las condes,80.0,160.0,2.0,2.0,-33.40672,-70.55985,6530
casa,lo barnechea,539.0,3605.0,5.0,4.0,-33.3619,-70.4766,24500
casa,vitacura,277.0,420.0,5.0,5.0,-33.372209999999995,-70.55227,26000
casa,las condes,600.0,1250.0,5.0,5.0,-33.370490000000004,-70.4963,42000
departamento,nunoa,40.0,44.0,1.0,1.0,-33.452870000000004,-70.61959,3250
departamento,nunoa,87.0,87.0,3.0,2.0,-33.4537,-70.5842,6493
departamento,las condes,150.0,160.0,3.0,4.0,-33.4196,-70.55329,9081
departamento,las condes,160.0,260.0,3.0,3.0,-33.40606,-70.58708,18800
casa,las condes,234.0,1266.0,4.0,3.0,-33.4091,-70.5274,24900
departamento,nunoa,80.0,82.0,3.0,2.0,-33.45421,-70.57516,6200
departamento,las condes,118.0,118.0,3.0,3.0,-33.421170000000004,-70.50105,12990
departamento,nunoa,45.0,45.0,1.0,1.0,-33.45783,-70.59872,3365
casa,lo barnechea,252.0,800.0,5.0,3.0,-33.35987,-70.52946999999998,20300
departamento,lo barnechea,140.0,155.0,4.0,2.0,-33.365970000000004,-70.51948,12900
departamento,providencia,75.0,91.0,2.0,2.0,-33.4462,-70.6305,7137
casa,lo barnechea,300.0,5600.0,4.0,3.0,-33.3609,-70.4814,28900
casa,lo barnechea,340.0,1285.0,5.0,6.0,-33.361999999999995,-70.5317,27000
departamento,providencia,182.0,212.0,4.0,3.0,-33.4226,-70.6091,11950
departamento,nunoa,34.0,40.0,1.0,1.0,-33.45568,-70.58339000000002,3400
casa,las condes,600.0,1900.0,6.0,5.0,-33.4123,-70.5169,38000
casa,las condes,254.0,907.0,4.0,3.0,-33.3695,-70.499,23000
departamento,providencia,135.0,138.0,4.0,2.0,-33.4349,-70.6081,7650
casa,la reina,219.0,1140.0,6.0,5.0,-33.44934,-70.5454,18700
departamento,las condes,157.0,300.0,3.0,2.0,-33.41257,-70.59053,16500
departamento,la reina,274.0,329.0,5.0,5.0,-33.432759999999995,-70.53255,15800
departamento,vitacura,90.27,98.84,3.0,3.0,-33.39945,-70.57757,9000
casa,la reina,240.0,586.0,5.0,5.0,-33.430620000000005,-70.55466,13200
casa,las condes,140.0,250.0,3.0,2.0,-33.4125,-70.5705,10822
departamento,providencia,95.0,95.0,0.0,0.0,-33.4192,-70.6028,9050
casa,providencia,170.0,170.0,3.0,2.0,-33.43163,-70.61208,16286
departamento,nunoa,70.0,73.0,2.0,2.0,-33.437,-70.5793,5600
departamento,las condes,120.0,222.0,4.0,4.0,-33.40433,-70.56475,14000
departamento,las condes,85.0,165.0,3.0,2.0,-33.40091,-70.57319,11900
casa,las condes,500.0,1000.0,5.0,4.0,-33.41203,-70.52055,25000
casa,las condes,225.0,350.0,4.0,3.0,-33.42384000000001,-70.59193,26000
departamento,nunoa,75.0,78.0,3.0,2.0,-33.4569,-70.6026,4650
departamento,lo barnechea,170.0,240.0,3.0,3.0,-33.3467,-70.5462,18300
casa,lo barnechea,240.0,475.0,3.0,3.0,-33.3531,-70.4791,16200
casa,lo barnechea,400.0,2500.0,5.0,3.0,-33.3548,-70.5322,42000
casa,lo barnechea,300.0,1257.0,6.0,6.0,-33.35211,-70.51408,23900
departamento,providencia,90.0,107.0,2.0,2.0,-33.4261,-70.6034,9125
departamento,nunoa,93.0,93.0,4.0,3.0,-33.45783,-70.59872,4885
casa,providencia,200.0,300.0,4.0,2.0,-33.44552,-70.61424,12220
departamento,las condes,354.0,354.0,4.0,5.0,-33.42,-70.5947,26000
departamento,vitacura,135.0,146.0,4.0,3.0,-33.404140000000005,-70.59783,11900
departamento,nunoa,81.0,101.0,2.0,2.0,-33.46034,-70.59826,6200
casa,las condes,170.0,300.0,3.0,2.0,-33.39869,-70.55931,10088
departamento,providencia,97.0,97.0,2.0,2.0,-33.43163,-70.61208,9118
casa,las condes,250.0,500.0,4.0,3.0,-33.421170000000004,-70.50105,16000
casa,la reina,175.0,827.0,6.0,3.0,-33.44145,-70.56317,17000
departamento,las condes,80.55,99.02,2.0,2.0,-33.371970000000005,-70.51534000000001,7500
departamento,las condes,244.0,295.0,3.0,3.0,-33.3812,-70.5035,25800
casa,las condes,230.0,400.0,5.0,3.0,-33.40878,-70.56707,17200
departamento,las condes,130.0,140.0,4.0,3.0,-33.42187,-70.58078,11000
casa,las condes,148.0,320.0,3.0,2.0,-33.3877,-70.4965,16300
casa,providencia,235.0,498.0,4.0,3.0,-33.41418,-70.60902,14900
casa,las condes,424.0,1993.0,4.0,4.0,-33.3806,-70.5252,44900
departamento,vitacura,61.0,82.0,2.0,2.0,-33.3742,-70.52603,7200
departamento,las condes,74.8,90.6,2.0,2.0,-33.38838,-70.54004,8500
casa,la reina,95.0,240.0,3.0,3.0,-33.44717,-70.53668,7438
casa,lo barnechea,250.0,664.0,4.0,4.0,-33.3579,-70.5469,25500
casa,lo barnechea,507.0,1234.0,6.0,4.0,-33.3304,-70.5355,36900
departamento,nunoa,74.0,80.0,3.0,2.0,-33.4567,-70.597,5500
departamento,las condes,72.0,75.0,2.0,2.0,-33.42647,-70.53901,5200
departamento,providencia,68.0,70.0,2.0,2.0,-33.4346,-70.5964,6400
departamento,vitacura,140.0,410.0,4.0,3.0,-33.37937,-70.57288,18400
casa,la reina,190.0,730.0,3.0,2.0,-33.445840000000004,-70.55341,14500
casa,lo barnechea,200.0,500.0,5.0,4.0,-33.34152,-70.49479000000001,14900
casa,lo barnechea,120.0,22000.0,4.0,3.0,-33.36158,-70.47774,28949
departamento,las condes,167.0,167.0,3.0,3.0,-33.42072,-70.5663,11900
casa,las condes,186.0,276.0,4.0,4.0,-33.3876,-70.5342,18500
departamento,lo barnechea,72.6,80.6,2.0,2.0,-33.36995,-70.50614,6380
casa,lo barnechea,600.0,2324.0,5.0,4.0,-33.3384,-70.5592,63900
